texto;categoria;origem;data_criacao;status;prioridade;cliente_id
Boa noite o pacote veio avariado e a embalagem parecia violada qual a documentação e confirmacao necessaria no cadastro quero resolver o quanto antes preciso de atualização do envio e da separação hoje mais cedo obrigado pela atenção;logistica;chat;2025-03-28 09:26:34;fechado;media;7642
já tentei pelo chat e não resolveu, por isso liguei o pagamento foi recusado e o processamento ficou em análise já tentei refiz a senha e tentei de novo, limpei cache e cookies, saí e entrei na minha conta quero entender o horário de atendimento e o procedimento isso está bem frustrante no começo do mês, estou ligando pra tentar resolver preciso de nota fiscal e comprovante para concluir desde já agradeço;financeiro;telefone;2025-03-28 09:46:39;fechado;media;8996
já pedi ajuda antes e continua igual a tela em branco aparece e não carrega está cansativo e ninguém dá solução podem verificar essa falha e orientar a correção podem me dar informação e orientação;suporte;telefone;2025-03-28 09:58:06;fechado;media;4204
já tentei contato e ficou sem retorno já tentei pelo chat e não resolveu, por isso liguei quero entender o horário de atendimento e o procedimento preciso de esclarecimento sobre prazo e condições;informacoes;telefone;2025-03-28 10:56:43;fechado;media;2220
Olá, agradeço o pedido ficou parado em trânsito e não chegou quero resolver o quanto antes inclusive fiquei perdido com o procedimento quero reagendamento da tentativa de entrega no começo do mês obrigado pela atenção;logistica;email;2025-03-28 11:06:12;fechado;media;4808
URGENTE obrigado pela ajuda desde a semana passada a sessão desconecta e fica intermitente eu só queria que fosse mais simples quero um passo a passo pra resolver o erro;suporte;chat;2025-03-28 11:54:41;fechado;alta;5383
URGENTE já chamei no chat e mandei email, mas sigo sem retorno o período de teste acabou e eu nao vi a gratuidade isso está revoltante, sempre fica pendente podem verificar o desconto e o cupom do meu plano obrigado pela atencao desde ontem;assinatura;telefone;2025-03-28 12:48:48;fechado;alta;8673
quero um registro formal, porque ficou revoltante pra mim podem confirmar que ficou registrado e que vão melhorar aguardo há semanas e sigo sem retorno;feedback;telefone;2025-03-28 13:06:10;aberto;media;6177
ABSURDO a recuperação de senha falha e eu fico sem acesso obrigado pela ajuda quero um passo a passo pra resolver o erro inclusive fiquei perdido com o procedimento quero esclarecimento sobre política e cancelamento;suporte;telefone;2025-03-28 14:02:39;fechado;alta;4121
o pagamento foi recusado e o processamento ficou em análise já chamei no chat e mandei email, mas sigo sem retorno faz dias estou bem irritado porque já tentei outras vezes podem revisar o processamento e dizer se foi aprovado;financeiro;telefone;2025-03-28 14:13:07;fechado;alta;4208
eu não reconheco a cobrança e preciso de contestação agradeço o atendimento por favor, façam uma reanálise da contestação valeu, podem fechar por favor podem me dar informação e orientação FATURA_[PQH];financeiro;telefone;2025-03-28 14:31:14;fechado;alta;5324
está cansativo e ninguém dá solução no fim de semana a ativação falha e a assinatura fica suspensa podem verificar o desconto e o cupom do meu plano agradeço, ficou resolvido aqui;assinatura;telefone;2025-03-28 14:41:41;fechado;media;1786
hoje mais cedo Oi já liguei e nao ficou claro, tô chamando no chat o sistema fica lento e às vezes dá crash está cansativo e ninguém dá solucao podem verificar essa falha e orientar a correção agradeço, ficou resolvido aqui;suporte;chat;2025-03-28 15:06:04;fechado;media;8755
já tentei pelo chat e não resolveu, por isso liguei no começo do mês, estou ligando pra tentar resolver o navegador trava e parece problema de cookies e cache agradeço o atendimento;suporte;telefone;2025-03-28 15:14:19;fechado;alta;4366
ABSURDO desde ontem, estou ligando pra tentar resolver obrigado pela ajuda preciso de esclarecimento sobre prazo e condições qual a documentação e confirmacao necessária no cadastro;informacoes;telefone;2025-03-28 15:23:06;fechado;alta;2967
hoje mais cedo quero entender o horário de atendimento e o procedimento isso é urgente e está me travando obrigado pela atenção;informacoes;chat;2025-03-28 16:07:41;fechado;alta;5839
NAO CONSIGO Boa tarde desde ontem o comprovante não aparece e o pagamento fica travado tenho dúvida sobre limite e restrição nas condições está cansativo e ninguém dá solução podem verificar a fatura e ajustar a cobrança aguardo retorno PROTO_[VXL];financeiro;chat;2025-03-28 16:18:45;fechado;alta;9366
NAO CONSIGO no fim de semana aguardo há semanas e sigo sem retorno obrigado pela atenção quero reanálise do atendimento e mais transparência não gostei do atendimento, achei inaceitável a demora;feedback;chat;2025-03-28 16:21:50;aberto;alta;5735
o navegador trava e parece problema de cookies e cache já tentei limpei cache e cookies, saí e entrei na minha conta está cansativo e ninguém dá solução quero um passo a passo pra resolver o erro;suporte;telefone;2025-03-28 16:41:41;fechado;baixa;3635
ABSURDO Oi desde a semana passada houve reajuste e eu queria orientação sobre o plano foi rápido e ajudou bastante podem verificar o desconto e o cupom do meu plano podem me dar informação e orientação;assinatura;chat;2025-03-28 16:46:01;fechado;alta;5003
o cupom de desconto não aplicou na mensalidade preciso reativação sem cobrança indevida obrigado estou bem irritado porque já tentei outras vezes;assinatura;email;2025-03-28 17:00:46;fechado;media;5353
Boa tarde quero troca ou devolução porque veio danificado foi rápido e ajudou bastante podem orientar devolução, troca e coleta do pacote agora pouco;logistica;email;2025-03-28 17:49:56;fechado;media;7247
Boa tarde, poderiam agradeço o atendimento fico no aguardo de retorno podem checar se é bug e como contornar o navegador trava e parece problema de cookies e cache;suporte;email;2025-03-28 18:35:35;fechado;baixa;6947
preciso de orientação sobre regras e condições de troca preciso de esclarecimento sobre prazo e condições fico no aguardo de retorno está cansativo e ninguém dá solução;informacoes;chat;2025-03-28 18:44:50;fechado;alta;8450
já tentei refiz a senha e tentei de novo, tentei outro navegador eu não reconheço a cobrança e preciso de contestação a ativação falha e a assinatura fica suspensa está cansativo e ninguém dá solução obrigado, já normalizou e pode encerrar;financeiro;email;2025-03-28 18:47:01;fechado;media;5336
ABSURDO Oi estou bem irritado pq já tentei outras vezes obrigado pela atenção o pedido ficou parado em trânsito e não chegou;logistica;telefone;2025-03-28 19:54:49;fechado;alta;9593
estou bem irritado porque já tentei outras vezes falei no chat antes e fiquei sem retorno, então envio este email quero esclarecimento sobre política e cancelamento podem informar como funciona e quais dados preciso enviar fico no aguardo de retorno;informacoes;email;2025-03-28 21:54:54;fechado;alta;7959
PRECISO DE AJUDA já liguei e não ficou claro, tô chamando no chat hoje mais cedo o status do plano expirou e não consigo reativar o cartão não aprovou e eu preciso de orientação ja tentei atualizei o app, saí e entrei na minha conta agradeço o atendimento;assinatura;chat;2025-03-28 21:56:42;fechado;alta;8105
PRECISO DE AJUDA já tentei contato antes e não resolveu o envio ficou na separação e não anda estou bem irritado porque já tentei outras vezes quero reagendamento da tentativa de entrega agora pouco;logistica;chat;2025-03-28 22:16:20;fechado;alta;8226
no começo do mês o pacote veio avariado e a embalagem parecia violada já tentei saí e entrei na minha conta, reiniciei o aparelho, tentei de novo mais tarde estou preocupado porque não resolveu quero reagendamento da tentativa de entrega fico no aguardo de retorno PEDIDO_[EAY];logistica;email;2025-03-29 06:27:51;fechado;media;4973
URGENTE a fatura parece com duplicidade e o valor não bate podem verificar a fatura e ajustar a cobrança obrigado, já normalizou e pode encerrar está cansativo e ninguém dá solução FATURA_[NHR];financeiro;telefone;2025-03-29 09:11:24;fechado;alta;7298
está cansativo e ninguém dá solução preciso de relatório e extrato, mas não acho a opção a tela em branco aparece e não carrega quero orientação pra seguir o procedimento certo;informacoes;chat;2025-03-29 09:12:59;fechado;media;3940
PRECISO DE AJUDA quero informação de como funciona o procedimento de devolução preciso de esclarecimento sobre prazo e condições fico no aguardo de retorno obrigado pela ajuda;informacoes;email;2025-03-29 09:48:01;fechado;alta;2938
PRECISO DE AJUDA hoje mais cedo, estou ligando pra tentar resolver o estorno não apareceu e eu queria reembolso já tentei contato e ficou sem retorno podem revisar o processamento e dizer se foi aprovado;financeiro;telefone;2025-03-29 10:02:48;fechado;alta;7189
Olá preciso de reagendamento porque o prazo já passou estou preocupado porque não resolveu preciso de atualização do envio e da separação obrigado, já normalizou e pode encerrar;logistica;telefone;2025-03-29 10:32:07;fechado;media;9411
no começo do mês, o rastreamento não atualiza e a previsão de recebimento só muda estou preocupado porque não resolveu preciso que a funcionalidade volte a funcionar a tela em branco aparece e não carrega;suporte;chat;2025-03-29 11:48:42;fechado;media;7421
ABSURDO preciso de atualização do envio e da separação o rastreamento não atualiza e a previsão só muda estou bem irritado porque já tentei outras vezes obrigado pela atenção;logistica;telefone;2025-03-29 12:26:45;fechado;alta;9536
faz dias obrigado pela ajuda podem orientar o cancelamento e o status do plano o cupom de desconto não aplicou na mensalidade;assinatura;telefone;2025-03-29 12:28:28;fechado;alta;9531
PRECISO DE AJUDA agradeço o atendimento o download não completa e aparece erro de compatibilidade já tentei refiz a senha e tentei de novo, saí e entrei na minha conta, reiniciei o aparelho;suporte;telefone;2025-03-29 15:12:58;fechado;alta;5162
NAO CONSIGO já chamei no chat e mandei email, mas sigo sem retorno o boleto não compensou e a cobrança continua pendente agradeço o atendimento podem revisar o processamento e dizer se foi aprovado desde a semana passada;financeiro;telefone;2025-03-29 16:05:51;fechado;alta;3896
PRECISO DE AJUDA por favor, expliquem as condições de fidelidade e pausa o status do plano expirou e não consigo reativar obrigado pela ajuda;assinatura;chat;2025-03-29 16:13:04;fechado;alta;5473
Boa noite já liguei e não ficou claro, tô chamando no chat desde a semana passada o envio ficou na separação e não anda estou bem irritado porque ja tentei outras vezes obrigado podem me dar informação e orientacao;logistica;chat;2025-03-29 16:32:27;fechado;baixa;3285
PRECISO DE AJUDA já liguei e não ficou claro, tô chamando no chat o pacote veio avariado e a embalagem parecia violada a sessão desconecta e fica intermitente estou bem irritado porque já tentei outras vezes podem orientar devolução, troca e coleta do pacote agradeço, ficou resolvido aqui como funciona isso e qual o procedimento;logistica;chat;2025-03-29 17:10:36;fechado;alta;4384
falei no chat antes e fiquei sem retorno, então envio este email está cansativo e ninguém dá solução podem orientar devolução, troca e coleta do pacote minha entrega atrasou e o prazo mudou PEDIDO_[TYP];logistica;email;2025-03-29 17:21:41;fechado;baixa;6312
quero um passo a passo pra resolver o erro o sistema fica lento e às vezes dá crash já tentei contato e ficou sem retorno;suporte;telefone;2025-03-30 09:05:47;fechado;media;2475
quero cancelar minha assinatura e entender a multa isso está me atrapalhando obrigado pela atenção;assinatura;chat;2025-03-30 11:08:07;fechado;media;1193
desde ontem, minha entrega atrasou e o pedido ficou parado em trânsito isso está revoltante, sempre fica pendente por favor, verifiquem se houve extravio ou atraso o rastreamento não atualiza e a previsão só muda;logistica;email;2025-03-30 13:49:18;fechado;baixa;9082
desde ontem isso está bem frustrante quero esclarecimento sobre política e cancelamento;informacoes;email;2025-03-30 18:00:24;fechado;media;2596
PRECISO DE AJUDA isso está revoltante, sempre fica pendente o pacote veio avariado e a embalagem parecia violada estou decepcionado e quero uma revisão do caso podem verificar o rastreamento e atualizar o status;logistica;chat;2025-03-30 18:27:23;fechado;alta;3362
NAO CONSIGO o pagamento foi recusado e o processamento ficou em análise estou decepcionado e quero uma revisão do caso está cansativo e ninguém dá solução preciso de nota fiscal e comprovante para concluir obrigado, já normalizou e pode encerrar FATURA_[CFK];financeiro;telefone;2025-03-30 19:22:22;fechado;alta;6622
o pacote veio avariado e a embalagem parecia violada preciso de uma orientação pra seguir;logistica;telefone;2025-03-30 20:46:35;fechado;media;7723
Boa tarde o rastreamento não atualiza e a previsão só muda isso está revoltante, sempre fica pendente preciso de previsão de entrega e confirmação de recebimento obrigado, já normalizou e pode encerrar PEDIDO_[PNP];logistica;email;2025-03-31 00:00:37;fechado;alta;2677
desde a semana passada o app está instável e fica travando ja tentei limpei cache e cookies, tentei de novo mais tarde isso está revoltante, sempre fica pendente podem verificar essa falha e orientar a correção obrigado pela atenção como funciona isso e qual o procedimento;suporte;chat;2025-03-31 06:43:54;fechado;media;9735
ABSURDO a recuperação de senha falha e eu fico sem acesso já tentei no chat e também por telefone, mas não resolveu agora pouco isso está revoltante, sempre fica pendente podem orientar como limpar cache e ajustar o navegador;suporte;email;2025-03-31 08:26:18;fechado;alta;3147
hoje mais cedo minha mensalidade foi cobrada em duplicidade e isso me atrapalha agradeço o atendimento preciso ajustar a assinatura e evitar duplicidade fico no aguardo qual é o prazo e como faço o passo a passo;assinatura;chat;2025-03-31 08:55:05;fechado;alta;2944
ABSURDO está cansativo e ninguém dá solução hoje mais cedo tenho dúvida sobre limite e restrição nas condições;informacoes;email;2025-03-31 08:55:23;fechado;alta;2027
Olá já tentei pelo chat e não resolveu, por isso liguei a migração de plano ficou confusa e não entendi os benefícios isso está revoltante, sempre fica pendente preciso reativação sem cobrança indevida obrigado podem me dar informação e orientação;assinatura;telefone;2025-03-31 09:11:43;fechado;media;9735
foi rápido e ajudou bastante Bom dia, por favor a cobrança ficou pendente e o pagamento não confirma;financeiro;telefone;2025-03-31 09:16:51;fechado;media;2419
agora pouco quero troca ou devolução porque veio danificado já tentei contato e ficou sem retorno por favor, verifiquem se houve extravio ou atraso;logistica;telefone;2025-03-31 09:33:50;fechado;media;9563
NAO CONSIGO o boleto não compensou e a cobrança continua pendente já tentei pelo chat e não resolveu, por isso liguei faz dias, o rastreamento não atualiza e a previsão de recebimento só muda estou preocupado porque não resolveu preciso de estorno ou reembolso o quanto antes FATURA_[XNU];financeiro;telefone;2025-03-31 09:34:38;fechado;alta;6308
URGENTE podem orientar devolução, troca e coleta do pacote o envio ficou na separação e não anda isso está revoltante, sempre fica pendente obrigado;logistica;telefone;2025-03-31 09:39:05;fechado;alta;9426
URGENTE Boa noite o status está pendente e não consigo saber o recebimento estou insatisfeito com o atendimento, sem retorno e muita demora estou bem irritado porque já tentei outras vezes PEDIDO_[YAL];logistica;telefone;2025-03-31 09:44:52;fechado;alta;5553
URGENTE o boleto não compensou e a cobrança continua pendente está cansativo e ninguém dá solução parece que cada hora muda uma coisa preciso de estorno ou reembolso o quanto antes;financeiro;telefone;2025-03-31 10:08:58;fechado;alta;9724
já tentei tentei de novo mais tarde, reiniciei o aparelho desde ontem eu não reconheço a cobrança e preciso de contestação obrigado pela ajuda quero orientação sobre pagamento e compensação desde já agradeço;financeiro;telefone;2025-03-31 10:21:55;fechado;media;5990
Bom dia qual a documentação e confirmação necessária no cadastro já tentei tentei outro navegador, refiz a senha e tentei de novo isso está revoltante, sempre fica pendente eu só queria que fosse mais simples podem me orientar com um passo a passo bem claro agradeço, ficou resolvido aqui;informacoes;telefone;2025-03-31 10:39:47;fechado;media;1857
ABSURDO Oi preciso de reagendamento porque o prazo já passou isso está revoltante, sempre fica pendente parece que cada hora muda uma coisa preciso de previsão de entrega e confirmação de recebimento;logistica;chat;2025-03-31 11:02:03;fechado;alta;4384
minha entrega atrasou e o prazo mudou estou bem irritado porque já tentei outras vezes podem orientar devolução, troca e coleta do pacote;logistica;email;2025-03-31 11:57:56;fechado;alta;9388
URGENTE Oi o sistema fica lento e às vezes dá crash estou bem irritado porque já tentei outras vezes não gostei do atendimento, achei inaceitável a demora agora pouco;suporte;chat;2025-03-31 12:33:39;fechado;alta;7607
PRECISO DE AJUDA quero troca ou devolução porque veio danificado preciso de atualização do envio e da separação estou bem irritado porque já tentei outras vezes;logistica;telefone;2025-03-31 12:36:57;fechado;alta;5649
NAO CONSIGO quero cancelar minha assinatura e entender a multa Boa tarde já falei com o atendimento e ficou sem retorno obrigado pela ajuda inclusive fiquei perdido com o procedimento podem orientar o cancelamento e o status do plano;assinatura;chat;2025-03-31 14:15:12;fechado;alta;9153
estou bem irritado porque já tentei outras vezes desde ontem o item faltando deixou o pedido incompleto preciso de atualização do envio e da separação;logistica;email;2025-03-31 14:20:27;fechado;alta;6142
no começo do mês, estou ligando pra tentar resolver não consigo acessar o login e aparece mensagem de erro foi rápido e ajudou bastante podem orientar como limpar cache e ajustar o navegador;suporte;telefone;2025-03-31 14:25:44;fechado;media;4944
URGENTE Boa tarde foi rápido e ajudou bastante podem orientar o cancelamento e o status do plano obrigado a renovação automática cobrou e eu queria pausa;assinatura;telefone;2025-03-31 14:31:59;fechado;alta;2027
PRECISO DE AJUDA obrigado pela ajuda agora pouco o app está instável e fica travando podem checar se é bug e como contornar;suporte;telefone;2025-03-31 14:47:36;fechado;alta;5298
podem passar um passo a passo do cadastro e requisitos quero orientação pra seguir o procedimento certo preciso de uma orientação pra seguir;informacoes;chat;2025-03-31 15:06:35;fechado;media;4176
agora pouco a sessão desconecta e fica intermitente já tentei reiniciei o aparelho, tentei de novo mais tarde, tentei outro navegador obrigado pela ajuda podem verificar essa falha e orientar a correção obrigado, já normalizou e pode encerrar;suporte;telefone;2025-03-31 15:36:12;fechado;alta;7187
já tentei contato antes e nao resolveu nao gostei do atendimento, achei inaceitável a demora obrigado pela ajuda podem confirmar que ficou registrado e que vão melhorar desde ontem;feedback;telefone;2025-03-31 15:36:16;fechado;alta;1104
desde a semana passada, o rastreamento não atualiza e a previsão de recebimento só muda estou decepcionado e quero uma revisão do caso ja tentei atualizei o app, tentei outro navegador, saí e entrei na minha conta estou bem irritado porque já tentei outras vezes podem orientar devolução, troca e coleta do pacote minha entrega atrasou e o prazo mudou agradeço, ficou resolvido aqui;logistica;chat;2025-03-31 15:40:39;fechado;alta;3411
URGENTE Olá, se puderem a sessão desconecta e fica intermitente isso está revoltante, sempre fica pendente desde já agradeço no começo do mês;suporte;chat;2025-03-31 16:04:39;fechado;alta;2890
PRECISO DE AJUDA Bom dia foi rápido e ajudou bastante por favor, expliquem as condições de fidelidade e pausa minha mensalidade foi cobrada em duplicidade e isso me atrapalha;assinatura;telefone;2025-03-31 16:52:54;fechado;alta;1572
agora pouco pode me orientar, por favor preciso de previsão de entrega e confirmação de recebimento o rastreamento não atualiza e a previsão só muda;logistica;chat;2025-03-31 17:15:06;fechado;baixa;1805
desde ontem, teve tentativa de entrega mas não chegou, preciso reagendamento isso está revoltante, sempre fica pendente preciso de nota fiscal e comprovante para concluir obrigado pela atenção o boleto não compensou e a cobrança continua pendente;financeiro;chat;2025-03-31 17:37:11;fechado;media;9505
no começo do mês, o rastreamento não atualiza e a previsão de recebimento só muda pode me orientar, por favor desde já agradeço podem dar prioridade e melhorar o retorno quero um registro formal, porque ficou revoltante pra mim;feedback;email;2025-03-31 19:15:18;fechado;baixa;7698
URGENTE está cansativo e ninguém dá solução hoje mais cedo o pacote veio avariado e a embalagem parecia violada quero reagendamento da tentativa de entrega valeu, podem fechar por favor;logistica;email;2025-03-31 20:29:06;fechado;alta;8547
já tentei no chat e também por telefone, mas não resolveu preciso de relatório e extrato, mas não acho a opção preciso de esclarecimento sobre prazo e condições está cansativo e ninguém dá solução desde a semana passada;informacoes;email;2025-04-01 02:48:28;fechado;baixa;8424
Boa tarde veio juros e multa e eu não entendi o motivo foi rápido e ajudou bastante por favor, façam uma reanálise da contestação FATURA_[HPM];financeiro;email;2025-04-01 04:09:24;fechado;baixa;6965
desde a semana passada quero troca ou devolução porque veio danificado isso está me atrapalhando podem verificar o rastreamento e atualizar o status;logistica;email;2025-04-01 08:59:37;fechado;media;8110
quero resolver o quanto antes agora pouco o período de teste acabou e eu não vi a gratuidade desde já agradeço;assinatura;telefone;2025-04-01 09:12:58;fechado;media;3423
PRECISO DE AJUDA no fim de semana preciso de retorno rápido, por favor preciso de atualização do envio e da separação eu só queria que fosse mais simples o pedido ficou parado em trânsito e não chegou;logistica;telefone;2025-04-01 09:32:11;fechado;alta;5165
já chamei no chat e mandei email, mas sigo sem retorno o boleto não compensou e a cobrança continua pendente está cansativo e ninguém dá solução quero orientação sobre pagamento e compensação fico no aguardo agora pouco FATURA_[HKL];financeiro;telefone;2025-04-01 09:35:51;fechado;alta;5104
ABSURDO já mandei email e não resolveu, tô tentando por aqui o envio ficou na separação e não anda isso está revoltante, sempre fica pendente preciso de atualização do envio e da separação desde já agradeço no fim de semana;logistica;chat;2025-04-01 09:40:44;fechado;alta;1674
por favor, expliquem as condições de fidelidade e pausa o período de teste acabou e eu não vi a gratuidade preciso de retorno rápido, por favor fico no aguardo;assinatura;telefone;2025-04-01 09:58:09;fechado;alta;7168
foi frustrante porque não resolveu e ficou demorado obrigado pela ajuda fico no aguardo por favor, registrem a reclamação e me orientem já tentei limpei cache e cookies, saí e entrei na minha conta, refiz a senha e tentei de novo;feedback;telefone;2025-04-01 10:28:06;fechado;alta;9297
Boa noite aguardo há semanas e sigo sem retorno obrigado pela atenção preciso reativação sem cobrança indevida o status do plano expirou e não consigo reativar;assinatura;telefone;2025-04-01 10:32:56;aberto;media;2132
a sessão desconecta e fica intermitente estou preocupado porque não resolveu;suporte;telefone;2025-04-01 10:59:55;fechado;media;2096
eu chamei de renovacao, mas parece que é cobranca mesmo hoje mais cedo veio juros e multa e eu não entendi o motivo obrigado pela ajuda quero orientação sobre pagamento e compensação;financeiro;chat;2025-04-01 11:51:55;fechado;media;4329
hoje mais cedo deixo sugestão pra melhorar a experiência e a satisfação agradeço o atendimento podem confirmar que ficou registrado e que vão melhorar podem me dar informação e orientação;feedback;email;2025-04-01 12:26:48;fechado;media;7309
PRECISO DE AJUDA a fatura parece com duplicidade e o valor não bate preciso de retorno rápido, por favor preciso de estorno ou reembolso o quanto antes obrigado, já normalizou e pode encerrar;financeiro;telefone;2025-04-01 14:01:04;fechado;alta;8889
estou decepcionado e quero uma revisão do caso agradeço o atendimento inclusive fiquei perdido com o procedimento ja tentei refiz a senha e tentei de novo, tentei outro navegador, saí e entrei na minha conta;feedback;chat;2025-04-01 15:02:56;fechado;media;2310
PRECISO DE AJUDA veio juros e multa e eu não entendi o motivo obrigado pela ajuda agradeço, ficou resolvido aqui qual é o prazo e como faço o passo a passo PROTO_[YDW];financeiro;telefone;2025-04-01 15:12:24;fechado;alta;1971
URGENTE já liguei e não ficou claro, tô chamando no chat está cansativo e ninguém dá solução fico no aguardo de retorno a ativação falha e a assinatura fica suspensa;assinatura;chat;2025-04-01 15:16:48;fechado;alta;1581
URGENTE depois da atualização o botão de salvar parou foi rápido e ajudou bastante já tentei limpei cache e cookies, tentei de novo mais tarde, tentei outro navegador;suporte;telefone;2025-04-01 15:26:01;fechado;alta;8336
ABSURDO o pagamento foi recusado e o processamento ficou em análise quero orientação sobre pagamento e compensação isso está revoltante, sempre fica pendente FATURA_[QNF];financeiro;telefone;2025-04-01 15:27:53;fechado;alta;7686
ABSURDO Oi preciso de reagendamento porque o prazo já passou preciso saber formas de pagamento e como gerar comprovante estou bem irritado porque já tentei outras vezes hoje mais cedo PEDIDO_[JJP];logistica;telefone;2025-04-01 15:41:08;fechado;alta;1080
PRECISO DE AJUDA o cartão não aprovou e eu preciso de orientação Oi no fim de semana estou bem irritado porque já tentei outras vezes podem revisar o processamento e dizer se foi aprovado;financeiro;chat;2025-04-01 15:52:40;fechado;alta;8640
no começo do mês o download não completa e aparece erro de compatibilidade estou bem irritado porque já tentei outras vezes podem verificar essa falha e orientar a correção como funciona isso e qual o procedimento;suporte;email;2025-04-01 16:56:21;fechado;alta;5851
desde ontem estou bem irritado porque já tentei outras vezes podem confirmar a política e as regras aplicáveis qual a documentacao e confirmação necessária no cadastro;informacoes;email;2025-04-01 17:45:23;fechado;baixa;5274
URGENTE já liguei e não ficou claro, tô chamando no chat tenho dúvida sobre limite e restrição nas condições isso está revoltante, sempre fica pendente podem confirmar a política e as regras aplicáveis obrigado pela atenção agora pouco;informacoes;chat;2025-04-01 18:22:49;fechado;alta;4808
PRECISO DE AJUDA a renovação automática cobrou e eu queria pausa por favor, expliquem as condições de fidelidade e pausa obrigado está cansativo e ninguém dá solução;assinatura;telefone;2025-04-01 18:47:14;fechado;alta;2555
no fim de semana, estou ligando pra tentar resolver estou há semanas aguardando resposta obrigado pela atenção podem confirmar a política e as regras aplicáveis podem passar um passo a passo do cadastro e requisitos;informacoes;telefone;2025-04-01 20:01:48;aberto;media;7402
PRECISO DE AJUDA desde ontem o rastreamento não atualiza e a previsão só muda foi rápido e ajudou bastante preciso de atualização do envio e da separação fico no aguardo qual é o prazo e como faço o passo a passo;logistica;chat;2025-04-01 20:02:44;fechado;alta;4685
Boa tarde, tá complicado o app está instavel e fica travando foi rápido e ajudou bastante podem checar se é bug e como contornar desde já agradeço;suporte;chat;2025-04-01 22:11:07;fechado;media;4874
NAO CONSIGO agora pouco isso está revoltante, sempre fica pendente obrigado, já normalizou e pode encerrar estou decepcionado e quero uma revisão do caso;feedback;email;2025-04-02 01:26:24;fechado;alta;6600
já tentei no chat e também por telefone, mas não resolveu isso está revoltante, sempre fica pendente preciso de atualização do envio e da separação minha entrega atrasou e o prazo mudou PEDIDO_[FAV];logistica;email;2025-04-02 08:00:11;fechado;alta;6615
Oi preciso saber formas de pagamento e como gerar comprovante a sincronização não funciona e o upload falha obrigado pela ajuda fico no aguardo de retorno falei no chat antes e fiquei sem retorno, então envio este email;informacoes;email;2025-04-02 08:44:53;fechado;baixa;7993
NAO CONSIGO isso está revoltante, sempre fica pendente desde a semana passada, estou ligando pra tentar resolver não entendi o prazo e o andamento do status parece que cada hora muda uma coisa;informacoes;telefone;2025-04-02 09:29:15;fechado;alta;7205
URGENTE meu saldo e limite parecem errados depois da cobrança isso é urgente e está me travando desde já agradeço preciso de estorno ou reembolso o quanto antes preciso de relatório e extrato, mas não acho a opção;financeiro;telefone;2025-04-02 09:37:59;fechado;alta;7567
Oi já falei com o atendimento e ficou sem retorno o item faltando deixou o pedido incompleto não consigo acessar o login e aparece mensagem de erro agradeço o atendimento quero reagendamento da tentativa de entrega;logistica;telefone;2025-04-02 09:47:38;fechado;alta;1920
quero esclarecimento sobre política e cancelamento isso está revoltante, sempre fica pendente podem confirmar a política e as regras aplicáveis já tentei reiniciei o aparelho, atualizei o app, tentei outro navegador;informacoes;email;2025-04-02 09:54:43;fechado;media;4180
o comprovante não aparece e o pagamento fica travado já liguei e não ficou claro, tô chamando no chat agora pouco eu chamei de renovação, mas parece que é cobrança mesmo estou bem irritado porque já tentei outras vezes obrigado pela atenção PROTO_[QUV];financeiro;chat;2025-04-02 10:11:35;fechado;alta;3382
a cobrança ficou pendente e o pagamento não confirma isso está revoltante, sempre fica pendente quero orientação sobre pagamento e compensação quero cancelar minha assinatura e entender a multa PROTO_[MAQ];financeiro;telefone;2025-04-02 10:19:49;fechado;alta;3285
o estorno não apareceu e eu queria reembolso preciso de estorno ou reembolso o quanto antes obrigado pela atenção foi rápido e ajudou bastante PROTO_[XSK];financeiro;telefone;2025-04-02 10:33:19;fechado;alta;7601
URGENTE Boa tarde a sessão desconecta e fica intermitente podem checar se é bug e como contornar está cansativo e ninguém dá solução desde já agradeço agora pouco;suporte;chat;2025-04-02 11:03:39;fechado;alta;8464
Oi, agradeço minha mensalidade foi cobrada em duplicidade e isso me atrapalha está cansativo e ninguém dá solução por favor, expliquem as condições de fidelidade e pausa;assinatura;telefone;2025-04-02 13:01:27;fechado;media;7414
URGENTE já tentei pelo chat e não resolveu, por isso liguei o item faltando deixou o pedido incompleto isso está revoltante, sempre fica pendente podem verificar o rastreamento e atualizar o status como funciona isso e qual o procedimento;logistica;telefone;2025-04-02 13:03:01;fechado;alta;1898
não consigo acessar o login e aparece mensagem de erro agradeço o atendimento;suporte;telefone;2025-04-02 13:05:17;fechado;media;8508
o sistema fica lento e às vezes dá crash Olá desde a semana passada já tentei atualizei o app, limpei cache e cookies agradeço o atendimento preciso de ajuda urgente pra recuperar o acesso obrigado pela atenção;suporte;email;2025-04-02 13:57:08;fechado;media;7356
quero esclarecimento sobre política e cancelamento podem informar como funciona e quais dados preciso enviar obrigado pela atenção está cansativo e ninguém dá solução;informacoes;chat;2025-04-02 14:58:08;aberto;alta;2425
hoje mais cedo quero entender o horário de atendimento e o procedimento isso está revoltante, sempre fica pendente quero orientação pra seguir o procedimento certo;informacoes;telefone;2025-04-02 15:12:27;fechado;alta;2537
NAO CONSIGO quero cancelar minha assinatura e entender a multa por favor, expliquem as condições de fidelidade e pausa agradeço, ficou resolvido aqui está cansativo e ninguém dá solução PROTO_[ZYV];assinatura;chat;2025-04-02 16:45:19;fechado;alta;6582
