texto;categoria;origem;data_criacao;status;prioridade;cliente_id
Gente, eu paguei e mesmo assim tá aparecendo como pendente. Eu não sei mexer direito e não consigo achar onde manda o comprovante. Se eu mandar a foto aqui resolve? Só não quero perder o acesso. Obrigadinho.;financeiro;chat;2026-01-09 10:48:56;aberto;media;4267
Eu assinei pelo celular e agora no computador não aparece. Eu achei que era a mesma conta, mas talvez eu fiz errado. Como eu junto isso pra não pagar duas vezes e usar em tudo? Eu sou meio devagar pra digitar. Valeu.;assinatura;telefone;2026-01-09 11:13:38;aberto;alta;3907
Olá, meu pedido tá como enviado faz dias e não chegou. Eu não sei ver esses códigos de rastreio direito. Vocês podem me dizer onde tá e quando chega mais ou menos?;logistica;chat;2026-01-09 12:42:14;fechado;baixa;3653
Tô com dificuldade pra anexar uma foto no chamado. Eu aperto e some, aí fica sem nada. Eu uso um celular mais antigo. O que eu faço pra conseguir mandar? Minha internet aqui é meio ruim. Se puder me ajudar eu agradeço.;suporte;chat;2026-01-09 13:44:09;aberto;alta;8055
Boa noite, eu queria saber como funciona esse negócio aí, porque eu li mas não entendi direito. Eu só queria um resumo bem simples, tipo o que eu ganho e o que eu preciso fazer pra começar. Eu uso só pelo celular mesmo.;informacoes;chat;2026-01-09 14:08:26;fechado;baixa;1092
Eu recebi um código no celular e quando eu coloco diz que expirou. Eu demoro um pouco pra ler e digitar. Tem como aumentar o tempo ou mandar por outro jeito? Eu fico meio perdido nessas telas. Valeu.;suporte;email;2026-01-09 14:39:35;fechado;media;3725
A tela fica toda branca quando eu vou finalizar. Eu aperto e não acontece nada. Eu não sei explicar melhor, só sei que trava. Tem como vocês verem o que fazer? Minha internet aqui é meio ruim.;suporte;email;2026-01-09 15:02:14;aberto;media;8527
Tô com dificuldade pra anexar uma foto no chamado. Eu aperto e some, aí fica sem nada. Eu uso um celular mais antigo. O que eu faço pra conseguir mandar? Eu uso só pelo celular mesmo. Fico no aguardo.;suporte;email;2026-01-09 15:56:43;fechado;alta;7935
Apareceu uma mensagem falando de renovação automática e eu não quero isso. Eu só quero pagar quando eu quiser. Onde que desliga? Eu procurei e não achei, é tudo meio confuso pra mim.;assinatura;telefone;2026-01-09 15:57:11;aberto;media;9253
Eu fiz o pix ontem e até agora não liberou. Eu não sei se eu coloquei o dado certo, mas o banco falou que foi. Dá pra confirmar se vocês receberam e quanto tempo demora? Tô precisando usar logo. Eu sou meio devagar pra digitar. Agradeço.;financeiro;email;2026-01-09 17:10:49;aberto;alta;9919
Eu fiz o pix ontem e até agora não liberou. Eu não sei se eu coloquei o dado certo, mas o banco falou que foi. Dá pra confirmar se vocês receberam e quanto tempo demora? Tô precisando usar logo. Eu não manjo muito dessas coisas de app.;financeiro;telefone;2026-01-09 18:22:57;aberto;alta;6788
Olá, eu tentei pagar aqui e apareceu uma coisa dizendo que não deu certo. Eu não entendo muito dessas telas e fiquei com medo de ter cobrado duas vezes. Vocês conseguem ver pra mim se caiu o pagamento e como eu faço pra tentar de novo sem bagunçar? Eu não manjo muito dessas coisas de app. Valeu.;financeiro;chat;2026-01-09 19:34:56;fechado;alta;9653
Olá, eu queria trocar o plano porque tá caro, mas eu me perco nessas opções. Eu clico e parece que não muda nada. Dá pra vocês fazerem a troca pra um mais barato e me avisar quando estiver certo? Eu uso só pelo celular mesmo. Se puder me ajudar eu agradeço.;assinatura;telefone;2026-01-09 20:05:05;aberto;media;7730
Oi, meu pedido tá como enviado faz dias e não chegou. Eu não sei ver esses códigos de rastreio direito. Vocês podem me dizer onde tá e quando chega mais ou menos? Não quero fazer besteira e piorar. Fico no aguardo.;logistica;email;2026-01-09 20:44:04;fechado;media;5601
Eu recebi um código no celular e quando eu coloco diz que expirou. Eu demoro um pouco pra ler e digitar. Tem como aumentar o tempo ou mandar por outro jeito? Obrigadinho.;suporte;chat;2026-01-09 22:07:05;fechado;media;8429
Oi, eu tentei pagar aqui e apareceu uma coisa dizendo que não deu certo. Eu não entendo muito dessas telas e fiquei com medo de ter cobrado duas vezes. Vocês conseguem ver pra mim se caiu o pagamento e como eu faço pra tentar de novo sem bagunçar? Não quero fazer besteira e piorar. Se puder me ajudar eu agradeço.;financeiro;email;2026-01-09 22:20:15;fechado;media;6382
A tela fica toda branca quando eu vou finalizar. Eu aperto e não acontece nada. Eu não sei explicar melhor, só sei que trava. Tem como vocês verem o que fazer? Eu fico meio perdido nessas telas. Me ajuda por favor.;suporte;telefone;2026-01-10 00:50:36;aberto;baixa;9401
Eu achei a entrega ok, mas o acompanhamento é difícil de entender. Tem muita informação e eu não sei o que é importante. Se fosse mais simples ajudava bastante.;feedback;email;2026-01-10 01:11:15;aberto;media;9369
Chegou uma caixa amassada e eu não sei se tá tudo certo. Eu nem abri direito ainda. O que eu faço, mando foto? Eu não quero ficar no prejuízo. Eu não manjo muito dessas coisas de app. Pode me dar uma luz?;logistica;email;2026-01-10 02:56:31;fechado;media;2610
Eu recebi um código no celular e quando eu coloco diz que expirou. Eu demoro um pouco pra ler e digitar. Tem como aumentar o tempo ou mandar por outro jeito? Minha internet aqui é meio ruim. Se puder me ajudar eu agradeço.;suporte;email;2026-01-10 03:35:19;fechado;media;6020
Eu assinei pelo celular e agora no computador não aparece. Eu achei que era a mesma conta, mas talvez eu fiz errado. Como eu junto isso pra não pagar duas vezes e usar em tudo? Eu uso só pelo celular mesmo. Obrigado.;assinatura;chat;2026-01-10 05:10:13;aberto;media;3521
Eu queria dar um toque: o aplicativo podia ter letra maior. Eu tenho dificuldade pra ler no celular e aí eu erro. Se desse pra aumentar seria ótimo. Eu fico meio perdido nessas telas. Valeu.;feedback;chat;2026-01-10 05:34:45;aberto;media;6186
Tô com dificuldade pra anexar uma foto no chamado. Eu aperto e some, aí fica sem nada. Eu uso um celular mais antigo. O que eu faço pra conseguir mandar? Eu uso só pelo celular mesmo. Me ajuda por favor.;suporte;chat;2026-01-10 06:22:00;aberto;alta;9833
Eu tô com dúvida de como atualizar meus dados, tipo telefone e endereço. Eu mexo pouco nessas coisas e tenho medo de fazer errado. Vocês podem me explicar onde fica isso? Me ajuda por favor.;informacoes;email;2026-01-10 06:35:55;aberto;baixa;9551
Eu recebi um código no celular e quando eu coloco diz que expirou. Eu demoro um pouco pra ler e digitar. Tem como aumentar o tempo ou mandar por outro jeito? Minha internet aqui é meio ruim. Valeu.;suporte;telefone;2026-01-10 08:48:28;aberto;alta;2659
Olá, eu gosto do serviço, mas acho as telas meio confusas. Eu me perco pra achar as coisas e fico com medo de apertar errado. Seria bom ter um botão bem grande de ajuda. Não quero fazer besteira e piorar. Se puder me ajudar eu agradeço.;feedback;chat;2026-01-10 09:03:43;aberto;baixa;2905
Eu fiz o pix ontem e até agora não liberou. Eu não sei se eu coloquei o dado certo, mas o banco falou que foi. Dá pra confirmar se vocês receberam e quanto tempo demora? Tô precisando usar logo. Minha internet aqui é meio ruim. Valeu.;financeiro;email;2026-01-10 11:26:39;fechado;alta;7247
O entregador veio e eu não tava em casa, agora tá dizendo que vai voltar, mas não fala quando. Eu queria combinar um horário porque eu trabalho e fico fora. Não quero fazer besteira e piorar. Obrigado.;logistica;email;2026-01-10 13:50:14;fechado;baixa;2746
Tentei colocar o cartão, mas ele fica dando erro e volta pra tela anterior. Já reiniciei o celular e nada. Eu queria só pagar e pronto. Tem alguma forma mais simples ou alguém pode me orientar passo a passo? Valeu.;financeiro;email;2026-01-10 14:09:03;aberto;alta;2763
Eu queria voltar a assinar porque parei mês passado, só que eu não lembro a senha e fico travado na tela. Eu não sou bom com internet. Tem um jeito de fazer isso mais fácil, tipo mandar um link? Eu não manjo muito dessas coisas de app. Valeu.;assinatura;email;2026-01-10 14:27:02;aberto;media;1033
Tô com dificuldade pra anexar uma foto no chamado. Eu aperto e some, aí fica sem nada. Eu uso um celular mais antigo. O que eu faço pra conseguir mandar?;suporte;telefone;2026-01-10 15:04:03;fechado;media;6886
Eu tô tentando entrar e dá senha errada, mas eu tenho certeza que é a mesma. Eu cliquei em 'esqueci' e não chegou nada. Pode ver se meu e-mail tá certo ou mandar de novo? Eu fico meio perdido nessas telas. Valeu.;suporte;email;2026-01-10 15:31:58;fechado;baixa;4920
Tentei colocar o cartão, mas ele fica dando erro e volta pra tela anterior. Já reiniciei o celular e nada. Eu queria só pagar e pronto. Tem alguma forma mais simples ou alguém pode me orientar passo a passo? Eu fico meio perdido nessas telas. Obrigado.;financeiro;chat;2026-01-10 16:49:55;aberto;media;3941
Eu vi uma opção de 'relatório' mas não sei pra que serve. Eu cliquei e apareceu um monte de número. Tem como vocês me dizerem o que é isso em palavras simples? Eu não manjo muito dessas coisas de app.;informacoes;telefone;2026-01-10 18:50:41;aberto;baixa;6360
Bom dia, eu cancelei a assinatura, eu acho, mas ainda tá mostrando ativa. Eu tenho medo de continuar cobrando. Vocês podem confirmar se tá cancelado mesmo e me dizer até quando eu consigo usar?;assinatura;chat;2026-01-10 19:09:14;aberto;baixa;4207
Boa, eu queria saber se vocês atendem minha cidade e como é a entrega. Eu não achei essa informação fácil no site. Se puder me dizer certinho, eu agradeço. Eu fico meio perdido nessas telas. Obrigadinho.;informacoes;email;2026-01-10 19:22:33;aberto;baixa;7037
Apareceu uma mensagem falando de renovação automática e eu não quero isso. Eu só quero pagar quando eu quiser. Onde que desliga? Eu procurei e não achei, é tudo meio confuso pra mim. Obrigadinho.;assinatura;email;2026-01-10 20:38:04;fechado;baixa;1480
Boa, eu queria saber se vocês atendem minha cidade e como é a entrega. Eu não achei essa informação fácil no site. Se puder me dizer certinho, eu agradeço. Pode me dar uma luz?;informacoes;chat;2026-01-10 23:27:37;fechado;media;1540
A tela fica toda branca quando eu vou finalizar. Eu aperto e não acontece nada. Eu não sei explicar melhor, só sei que trava. Tem como vocês verem o que fazer? Agradeço.;suporte;telefone;2026-01-11 00:55:22;aberto;media;8165
Oi, eu gosto do serviço, mas acho as telas meio confusas. Eu me perco pra achar as coisas e fico com medo de apertar errado. Seria bom ter um botão bem grande de ajuda. Eu não manjo muito dessas coisas de app. Se puder me ajudar eu agradeço.;feedback;email;2026-01-11 01:17:24;aberto;baixa;3462
Apareceu uma mensagem falando de renovação automática e eu não quero isso. Eu só quero pagar quando eu quiser. Onde que desliga? Eu procurei e não achei, é tudo meio confuso pra mim. Não quero fazer besteira e piorar.;assinatura;telefone;2026-01-11 01:29:46;aberto;baixa;7540
Olá, eu cancelei a assinatura, eu acho, mas ainda tá mostrando ativa. Eu tenho medo de continuar cobrando. Vocês podem confirmar se tá cancelado mesmo e me dizer até quando eu consigo usar? Eu fico meio perdido nessas telas. Obrigadinho.;assinatura;chat;2026-01-11 02:06:44;aberto;baixa;2081
A tela fica toda branca quando eu vou finalizar. Eu aperto e não acontece nada. Eu não sei explicar melhor, só sei que trava. Tem como vocês verem o que fazer?;suporte;telefone;2026-01-11 02:58:07;aberto;media;3320
A tela fica toda branca quando eu vou finalizar. Eu aperto e não acontece nada. Eu não sei explicar melhor, só sei que trava. Tem como vocês verem o que fazer?;suporte;chat;2026-01-11 03:19:15;aberto;alta;9077
Eu tô tentando entrar e dá senha errada, mas eu tenho certeza que é a mesma. Eu cliquei em 'esqueci' e não chegou nada. Pode ver se meu e-mail tá certo ou mandar de novo?;suporte;chat;2026-01-11 04:03:37;fechado;alta;1081
Oi, vocês têm algum horário certo pra suporte? Eu fico tentando falar e às vezes não aparece ninguém. Queria saber qual o melhor horário pra eu chamar e resolver mais rápido. Eu não manjo muito dessas coisas de app. Obrigado.;informacoes;email;2026-01-11 04:34:02;aberto;baixa;9438
Eu queria voltar a assinar porque parei mês passado, só que eu não lembro a senha e fico travado na tela. Eu não sou bom com internet. Tem um jeito de fazer isso mais fácil, tipo mandar um link? Valeu.;assinatura;chat;2026-01-11 04:38:48;aberto;media;4059
Eu achei a entrega ok, mas o acompanhamento é difícil de entender. Tem muita informação e eu não sei o que é importante. Se fosse mais simples ajudava bastante. Obrigado.;feedback;telefone;2026-01-11 04:57:42;aberto;baixa;9020
Eu queria voltar a assinar porque parei mês passado, só que eu não lembro a senha e fico travado na tela. Eu não sou bom com internet. Tem um jeito de fazer isso mais fácil, tipo mandar um link? Se puder me ajudar eu agradeço.;assinatura;email;2026-01-11 05:15:19;aberto;baixa;1467
Oi, vocês têm algum horário certo pra suporte? Eu fico tentando falar e às vezes não aparece ninguém. Queria saber qual o melhor horário pra eu chamar e resolver mais rápido. Se precisar eu mando print, só me diz como. Pode me dar uma luz?;informacoes;email;2026-01-11 06:29:14;fechado;media;4164
Eu vi uma opção de 'relatório' mas não sei pra que serve. Eu cliquei e apareceu um monte de número. Tem como vocês me dizerem o que é isso em palavras simples?;informacoes;email;2026-01-11 06:47:44;aberto;baixa;2846
Eu queria retirar em algum lugar porque aqui é difícil receber. Tem ponto de retirada? Se tiver, me explica como faz porque eu nunca usei isso. Eu fico meio perdido nessas telas. Me ajuda por favor.;logistica;email;2026-01-11 07:18:35;aberto;media;1949
Olá, estou vendo um valor na fatura que eu não reconheço. Eu só uso o básico e não cliquei em nada diferente. Pode me explicar de onde saiu essa cobrança e se tem como cancelar ou ajustar, porque tá pesado pra mim. Não quero fazer besteira e piorar. Agradeço.;financeiro;email;2026-01-11 08:35:31;aberto;media;8328
Eu achei a entrega ok, mas o acompanhamento é difícil de entender. Tem muita informação e eu não sei o que é importante. Se fosse mais simples ajudava bastante. Eu sou meio devagar pra digitar.;feedback;chat;2026-01-11 09:58:13;aberto;media;6771
Eu queria dar um toque: o aplicativo podia ter letra maior. Eu tenho dificuldade pra ler no celular e aí eu erro. Se desse pra aumentar seria ótimo. Se precisar eu mando print, só me diz como. Se puder me ajudar eu agradeço.;feedback;email;2026-01-11 10:08:02;aberto;baixa;5801
Oi, meu pedido tá como enviado faz dias e não chegou. Eu não sei ver esses códigos de rastreio direito. Vocês podem me dizer onde tá e quando chega mais ou menos? Eu uso só pelo celular mesmo. Valeu.;logistica;email;2026-01-11 10:11:21;aberto;alta;1838
Oi, meu aplicativo não abre direito, fica carregando e volta. Eu não sei se é meu celular ou a internet, mas antes funcionava. Dá pra ajudar? Eu sou meio leigo nessas coisas. Me ajuda por favor.;suporte;chat;2026-01-11 11:07:18;aberto;alta;6144
A tela fica toda branca quando eu vou finalizar. Eu aperto e não acontece nada. Eu não sei explicar melhor, só sei que trava. Tem como vocês verem o que fazer? Não quero fazer besteira e piorar. Se puder me ajudar eu agradeço.;suporte;chat;2026-01-11 11:19:14;aberto;alta;7754
Eu recebi um código no celular e quando eu coloco diz que expirou. Eu demoro um pouco pra ler e digitar. Tem como aumentar o tempo ou mandar por outro jeito? Eu sou meio devagar pra digitar. Me ajuda por favor.;suporte;email;2026-01-11 12:00:21;aberto;media;6543
Boa noite, eu cancelei a assinatura, eu acho, mas ainda tá mostrando ativa. Eu tenho medo de continuar cobrando. Vocês podem confirmar se tá cancelado mesmo e me dizer até quando eu consigo usar? Eu fico meio perdido nessas telas. Me ajuda por favor.;assinatura;email;2026-01-11 17:14:00;aberto;media;3527
A tela fica toda branca quando eu vou finalizar. Eu aperto e não acontece nada. Eu não sei explicar melhor, só sei que trava. Tem como vocês verem o que fazer? Não quero fazer besteira e piorar. Me ajuda por favor.;suporte;telefone;2026-01-11 19:41:02;fechado;media;7482
Apareceu uma mensagem falando de renovação automática e eu não quero isso. Eu só quero pagar quando eu quiser. Onde que desliga? Eu procurei e não achei, é tudo meio confuso pra mim. Agradeço.;assinatura;email;2026-01-11 19:47:22;aberto;media;1013
Eu tô tentando entrar e dá senha errada, mas eu tenho certeza que é a mesma. Eu cliquei em 'esqueci' e não chegou nada. Pode ver se meu e-mail tá certo ou mandar de novo? Se puder me ajudar eu agradeço.;suporte;telefone;2026-01-11 19:57:40;aberto;baixa;1578
Eu tô com dúvida de como atualizar meus dados, tipo telefone e endereço. Eu mexo pouco nessas coisas e tenho medo de fazer errado. Vocês podem me explicar onde fica isso? Eu sou meio devagar pra digitar. Se puder me ajudar eu agradeço.;informacoes;telefone;2026-01-11 20:31:26;aberto;alta;7134
Oi, vocês têm algum horário certo pra suporte? Eu fico tentando falar e às vezes não aparece ninguém. Queria saber qual o melhor horário pra eu chamar e resolver mais rápido. Eu sou meio devagar pra digitar.;informacoes;chat;2026-01-11 20:55:20;fechado;media;5022
Eu queria retirar em algum lugar porque aqui é difícil receber. Tem ponto de retirada? Se tiver, me explica como faz porque eu nunca usei isso. Obrigado.;logistica;chat;2026-01-11 21:09:09;fechado;media;9601
Eu vi uma opção de 'relatório' mas não sei pra que serve. Eu cliquei e apareceu um monte de número. Tem como vocês me dizerem o que é isso em palavras simples? Minha internet aqui é meio ruim. Me ajuda por favor.;informacoes;email;2026-01-11 23:09:40;aberto;baixa;3097
Olá, eu tentei pagar aqui e apareceu uma coisa dizendo que não deu certo. Eu não entendo muito dessas telas e fiquei com medo de ter cobrado duas vezes. Vocês conseguem ver pra mim se caiu o pagamento e como eu faço pra tentar de novo sem bagunçar? Obrigadinho.;financeiro;chat;2026-01-12 00:15:25;aberto;media;1100
Eu recebi um código no celular e quando eu coloco diz que expirou. Eu demoro um pouco pra ler e digitar. Tem como aumentar o tempo ou mandar por outro jeito? Se precisar eu mando print, só me diz como. Obrigado.;suporte;telefone;2026-01-12 01:48:00;aberto;media;1140
Eu queria dar um toque: o aplicativo podia ter letra maior. Eu tenho dificuldade pra ler no celular e aí eu erro. Se desse pra aumentar seria ótimo.;feedback;telefone;2026-01-12 02:29:53;aberto;baixa;9747
Oi, eu gosto do serviço, mas acho as telas meio confusas. Eu me perco pra achar as coisas e fico com medo de apertar errado. Seria bom ter um botão bem grande de ajuda. Eu sou meio devagar pra digitar.;feedback;telefone;2026-01-12 02:36:17;fechado;baixa;8054
A tela fica toda branca quando eu vou finalizar. Eu aperto e não acontece nada. Eu não sei explicar melhor, só sei que trava. Tem como vocês verem o que fazer? Eu fico meio perdido nessas telas.;suporte;chat;2026-01-12 03:24:06;aberto;media;2010
Eu coloquei o endereço errado sem querer e só percebi depois. Dá pra mudar antes de entregar? Eu não entendo onde altera isso no site. Eu sou meio devagar pra digitar. Obrigadinho.;logistica;email;2026-01-12 03:38:53;fechado;baixa;8570
Oi, eu tentei pagar aqui e apareceu uma coisa dizendo que não deu certo. Eu não entendo muito dessas telas e fiquei com medo de ter cobrado duas vezes. Vocês conseguem ver pra mim se caiu o pagamento e como eu faço pra tentar de novo sem bagunçar? Se precisar eu mando print, só me diz como. Me ajuda por favor.;financeiro;chat;2026-01-12 04:25:20;fechado;media;3922
Eu tô com dúvida de como atualizar meus dados, tipo telefone e endereço. Eu mexo pouco nessas coisas e tenho medo de fazer errado. Vocês podem me explicar onde fica isso? Eu não manjo muito dessas coisas de app.;informacoes;telefone;2026-01-12 05:12:00;aberto;media;7285
Oi, eu tentei pagar aqui e apareceu uma coisa dizendo que não deu certo. Eu não entendo muito dessas telas e fiquei com medo de ter cobrado duas vezes. Vocês conseguem ver pra mim se caiu o pagamento e como eu faço pra tentar de novo sem bagunçar? Se puder me ajudar eu agradeço.;financeiro;telefone;2026-01-12 06:27:20;aberto;baixa;6981
Oi, vocês têm algum horário certo pra suporte? Eu fico tentando falar e às vezes não aparece ninguém. Queria saber qual o melhor horário pra eu chamar e resolver mais rápido. Obrigadinho.;informacoes;email;2026-01-12 07:07:51;aberto;baixa;3916
Eu queria voltar a assinar porque parei mês passado, só que eu não lembro a senha e fico travado na tela. Eu não sou bom com internet. Tem um jeito de fazer isso mais fácil, tipo mandar um link? Eu uso só pelo celular mesmo. Obrigado.;assinatura;email;2026-01-12 08:42:46;fechado;media;7348
Eu vi uma opção de 'relatório' mas não sei pra que serve. Eu cliquei e apareceu um monte de número. Tem como vocês me dizerem o que é isso em palavras simples? Minha internet aqui é meio ruim. Pode me dar uma luz?;informacoes;chat;2026-01-12 09:24:34;fechado;baixa;7188
O atendimento foi bom, só que eu tive que repetir a história várias vezes. Se tivesse um jeito de vocês já verem o que eu escrevi no começo seria bem melhor. Eu fico meio perdido nessas telas. Me ajuda por favor.;feedback;email;2026-01-12 09:46:55;aberto;baixa;4359
Eu queria voltar a assinar porque parei mês passado, só que eu não lembro a senha e fico travado na tela. Eu não sou bom com internet. Tem um jeito de fazer isso mais fácil, tipo mandar um link? Eu sou meio devagar pra digitar.;assinatura;email;2026-01-12 10:15:13;aberto;media;3826
Tentei colocar o cartão, mas ele fica dando erro e volta pra tela anterior. Já reiniciei o celular e nada. Eu queria só pagar e pronto. Tem alguma forma mais simples ou alguém pode me orientar passo a passo? Não quero fazer besteira e piorar.;financeiro;chat;2026-01-12 12:09:30;fechado;baixa;5005
Eu tô com dúvida de como atualizar meus dados, tipo telefone e endereço. Eu mexo pouco nessas coisas e tenho medo de fazer errado. Vocês podem me explicar onde fica isso? Se precisar eu mando print, só me diz como. Valeu.;informacoes;telefone;2026-01-12 13:17:09;aberto;baixa;8851
Oi, eu queria trocar o plano porque tá caro, mas eu me perco nessas opções. Eu clico e parece que não muda nada. Dá pra vocês fazerem a troca pra um mais barato e me avisar quando estiver certo?;assinatura;telefone;2026-01-12 13:59:54;fechado;media;9163
Eu coloquei o endereço errado sem querer e só percebi depois. Dá pra mudar antes de entregar? Eu não entendo onde altera isso no site.;logistica;chat;2026-01-12 14:07:06;aberto;media;4353
Eu tô tentando entrar e dá senha errada, mas eu tenho certeza que é a mesma. Eu cliquei em 'esqueci' e não chegou nada. Pode ver se meu e-mail tá certo ou mandar de novo? Não quero fazer besteira e piorar. Fico no aguardo.;suporte;email;2026-01-12 16:36:58;aberto;baixa;3886
Boa, eu queria saber se vocês atendem minha cidade e como é a entrega. Eu não achei essa informação fácil no site. Se puder me dizer certinho, eu agradeço. Eu fico meio perdido nessas telas. Obrigadinho.;informacoes;email;2026-01-12 19:43:34;fechado;media;3149
Boa tarde, eu queria saber como funciona esse negócio aí, porque eu li mas não entendi direito. Eu só queria um resumo bem simples, tipo o que eu ganho e o que eu preciso fazer pra começar. Se precisar eu mando print, só me diz como. Valeu.;informacoes;email;2026-01-12 20:10:08;aberto;baixa;1589
Oi, vocês têm algum horário certo pra suporte? Eu fico tentando falar e às vezes não aparece ninguém. Queria saber qual o melhor horário pra eu chamar e resolver mais rápido. Eu uso só pelo celular mesmo. Me ajuda por favor.;informacoes;chat;2026-01-12 23:18:06;aberto;baixa;8425
Eu recebi um código no celular e quando eu coloco diz que expirou. Eu demoro um pouco pra ler e digitar. Tem como aumentar o tempo ou mandar por outro jeito? Eu fico meio perdido nessas telas. Agradeço.;suporte;email;2026-01-12 23:44:44;fechado;baixa;8000
Boa noite, eu gosto do serviço, mas acho as telas meio confusas. Eu me perco pra achar as coisas e fico com medo de apertar errado. Seria bom ter um botão bem grande de ajuda. Se precisar eu mando print, só me diz como. Me ajuda por favor.;feedback;email;2026-01-13 01:39:43;aberto;baixa;1198
Eu assinei pelo celular e agora no computador não aparece. Eu achei que era a mesma conta, mas talvez eu fiz errado. Como eu junto isso pra não pagar duas vezes e usar em tudo? Eu uso só pelo celular mesmo.;assinatura;chat;2026-01-13 02:08:29;fechado;media;9131
Bom dia, estou vendo um valor na fatura que eu não reconheço. Eu só uso o básico e não cliquei em nada diferente. Pode me explicar de onde saiu essa cobrança e se tem como cancelar ou ajustar, porque tá pesado pra mim. Eu uso só pelo celular mesmo. Valeu.;financeiro;chat;2026-01-13 05:58:55;aberto;baixa;8039
Eu queria retirar em algum lugar porque aqui é difícil receber. Tem ponto de retirada? Se tiver, me explica como faz porque eu nunca usei isso. Fico no aguardo.;logistica;email;2026-01-13 06:01:59;fechado;baixa;4538
Bom dia, eu gosto do serviço, mas acho as telas meio confusas. Eu me perco pra achar as coisas e fico com medo de apertar errado. Seria bom ter um botão bem grande de ajuda. Não quero fazer besteira e piorar.;feedback;email;2026-01-13 06:50:32;aberto;baixa;5261
Oi, meu aplicativo não abre direito, fica carregando e volta. Eu não sei se é meu celular ou a internet, mas antes funcionava. Dá pra ajudar? Eu sou meio leigo nessas coisas. Se precisar eu mando print, só me diz como. Agradeço.;suporte;chat;2026-01-13 06:54:04;fechado;alta;7348
Boa noite, meu aplicativo não abre direito, fica carregando e volta. Eu não sei se é meu celular ou a internet, mas antes funcionava. Dá pra ajudar? Eu sou meio leigo nessas coisas. Eu não manjo muito dessas coisas de app. Pode me dar uma luz?;suporte;email;2026-01-13 06:58:36;fechado;baixa;8872
A tela fica toda branca quando eu vou finalizar. Eu aperto e não acontece nada. Eu não sei explicar melhor, só sei que trava. Tem como vocês verem o que fazer? Eu sou meio devagar pra digitar.;suporte;chat;2026-01-13 06:58:59;aberto;media;8195
Gente, eu paguei e mesmo assim tá aparecendo como pendente. Eu não sei mexer direito e não consigo achar onde manda o comprovante. Se eu mandar a foto aqui resolve? Só não quero perder o acesso. Agradeço.;financeiro;chat;2026-01-13 08:18:40;fechado;alta;3529
Tô com dificuldade pra anexar uma foto no chamado. Eu aperto e some, aí fica sem nada. Eu uso um celular mais antigo. O que eu faço pra conseguir mandar? Eu fico meio perdido nessas telas. Obrigadinho.;suporte;email;2026-01-13 09:27:46;aberto;alta;5098
Tentei colocar o cartão, mas ele fica dando erro e volta pra tela anterior. Já reiniciei o celular e nada. Eu queria só pagar e pronto. Tem alguma forma mais simples ou alguém pode me orientar passo a passo? Não quero fazer besteira e piorar.;financeiro;chat;2026-01-13 09:58:35;fechado;media;4317
Apareceu uma mensagem falando de renovação automática e eu não quero isso. Eu só quero pagar quando eu quiser. Onde que desliga? Eu procurei e não achei, é tudo meio confuso pra mim. Não quero fazer besteira e piorar. Se puder me ajudar eu agradeço.;assinatura;telefone;2026-01-13 10:49:36;fechado;media;2963
Eu queria retirar em algum lugar porque aqui é difícil receber. Tem ponto de retirada? Se tiver, me explica como faz porque eu nunca usei isso. Eu uso só pelo celular mesmo. Valeu.;logistica;chat;2026-01-13 11:05:16;aberto;media;3129
Tô com dificuldade pra anexar uma foto no chamado. Eu aperto e some, aí fica sem nada. Eu uso um celular mais antigo. O que eu faço pra conseguir mandar? Eu fico meio perdido nessas telas. Me ajuda por favor.;suporte;chat;2026-01-13 11:56:10;fechado;alta;6071
O atendimento foi bom, só que eu tive que repetir a história várias vezes. Se tivesse um jeito de vocês já verem o que eu escrevi no começo seria bem melhor. Eu uso só pelo celular mesmo. Fico no aguardo.;feedback;email;2026-01-13 14:13:24;fechado;baixa;1621
Eu tô tentando entrar e dá senha errada, mas eu tenho certeza que é a mesma. Eu cliquei em 'esqueci' e não chegou nada. Pode ver se meu e-mail tá certo ou mandar de novo? Fico no aguardo.;suporte;email;2026-01-13 14:52:47;aberto;media;2571
Apareceu uma mensagem falando de renovação automática e eu não quero isso. Eu só quero pagar quando eu quiser. Onde que desliga? Eu procurei e não achei, é tudo meio confuso pra mim. Se precisar eu mando print, só me diz como. Se puder me ajudar eu agradeço.;assinatura;email;2026-01-13 16:45:54;fechado;media;6452
Eu coloquei o endereço errado sem querer e só percebi depois. Dá pra mudar antes de entregar? Eu não entendo onde altera isso no site.;logistica;email;2026-01-13 16:48:35;fechado;media;5504
Tô com dificuldade pra anexar uma foto no chamado. Eu aperto e some, aí fica sem nada. Eu uso um celular mais antigo. O que eu faço pra conseguir mandar? Eu fico meio perdido nessas telas.;suporte;email;2026-01-13 17:15:37;fechado;alta;9890
Eu queria voltar a assinar porque parei mês passado, só que eu não lembro a senha e fico travado na tela. Eu não sou bom com internet. Tem um jeito de fazer isso mais fácil, tipo mandar um link? Fico no aguardo.;assinatura;telefone;2026-01-13 18:03:07;aberto;media;6135
Olá, meu pedido tá como enviado faz dias e não chegou. Eu não sei ver esses códigos de rastreio direito. Vocês podem me dizer onde tá e quando chega mais ou menos? Se precisar eu mando print, só me diz como. Valeu.;logistica;chat;2026-01-13 18:38:02;fechado;media;2678
